,Name,Company,State,City,Salary,Location,Url,Description
143,Associate Health Data Analyst,MITRE,VA,McLean,$60k-$104k,"McLean, VA",https://www.glassdoor.com/partner/jobListing.htm?pos=516&ao=296638&s=58&guid=00000171480905ecb5fb63a984b264eb&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_cef5dba6&cb=1586051483456&jobListingId=3508238626,"

Apply specific subject matter knowledge to achieve project objectives and to contribute to impactful outcomes.
Lead and contribute to planning and design of claims-based analytical research and studies
Pull claims data from CMS systems, perform PI redaction, and import data into MITRE systems for further analysis.
Assist CMS with analysis in support of federal health program implementations.
Developing technical products such as data analysis, data visualization, briefing papers, and strategic recommendations to support program development and strategic decision making for the advancement of health outcomes.



Degree in a data related field (e.g., computer science, management science, information technology, statistics), public health, medicine or healthcare, healthcare policy, public policy, social science, economics, or related field with 5 or more years of experience.
Extensive knowledge of CMS claims data, in either the IDR or CCW environment

or with CMS Limited Data Set(LDS) Analytic files is required including Inpatient, Outpatient, Skilled Nursing Facility, Home Health Agency, Hospice, Carrier, Durable Medical Equipment, Prescription Drug Event(PDE), and Medicare Advantage Encounter claims.
Basic advanced SAS and PROCSQL code development and data retrieval skills for operation in CMS data environment.
Proficiency in understanding and writing SQL queries for data analysis and retrieval from other databases and system.
Excellent written and oral communication skills, including the ability to clearly communicate analyses and findings to various stakeholders
Strong consulting skills, including the executive presence needed to work directly with senior government representatives and the ability to collaboratively work with interdisciplinary MITRE team members.
Ability to juggle multiple projects simultaneously in a fast-paced environment and ability to work successfully in ambiguous situations
Demonstrated strategic and analytical thinking skills.
Ability to create high quality work products with excellent attention to detail.


Knowledge of additional analytical programming languages (e.g., R, Python)Experience with data visualization tools(e.g., Tableau)Experience with SAS Enterprise Miner or other Machine Learning/Artificial Intelligent tools and programming languages
"
144,Data Analyst,OSI Engineering,CA,Newark,,"Newark, CA",https://www.glassdoor.com/partner/jobListing.htm?pos=517&ao=81324&s=58&guid=00000171480905ecb5fb63a984b264eb&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&ea=1&cs=1_8c8c2e8b&cb=1586051483457&jobListingId=3368521870,"JOB DESCRIPTION:CONTACT INFORMATION:
220.2800 x 108
OSIJOBS"
145,Marketing Data Analyst,Citadel Federal Credit Union,PA,Exton,$36k-$62k,"Exton, PA",https://www.glassdoor.com/partner/jobListing.htm?pos=518&ao=905839&s=58&guid=00000171480905ecb5fb63a984b264eb&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_e3b69890&cb=1586051483458&jobListingId=3407166101,"We are building out Citadel's Data& Analytics capabilities and we are seeking three Marketing Data Analysts. These individuals will report to the Sr. Research& Data Analyst. The roles will be based in the Marketing department located at our corporate headquarters in Exton, PA.Duties and Responsibilities

Collaborate with Marketing, Sales, Product teams and other Citadel business leaders to determine and prioritize needs for customer data.
Develop Use Cases– partner with the business to capture and document Business Requirements, Business Definitions, Data Definitions, Visual Requirements, and Test Scripts.
Apply various analytic methods to discover and interpret information about customer and prospective customer behavior from multiple data sources, including Citadel’s website, social media, customer account data, data from external partners, and other sources
Integrate data across sources
Collaborate with IT to develop or adopt relational databases
Create actionable insights based on customer data, both proactively and in response to requests
Recommend target segments and campaigns/offers
Maintain necessary processes, controls and procedures to ensure data accuracy and business functionality and comply with privacy and security policies and regulations.
Lead and participate in cross-functional teams for corporate sales, marketing, customer service, and product development
Perform regular analysis and reports for distribution to senior management on customer/prospective customer data and trends.
Develop analytical reports to various departments requesting insight, supportive data or status reports to support corporate initiatives

Qualifications and Education RequirementsRequired Work ExperiencePreferred Work ExperienceEducationTechnical Knowledge RequiredPreferredTechnical Knowledge -"
146,Insurance Financial Data Analyst,Clearwater Analytics,ID,Boise,$45k-$82k,"Boise, ID",https://www.glassdoor.com/partner/jobListing.htm?pos=519&ao=600635&s=58&guid=00000171480905ecb5fb63a984b264eb&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_7970ab1e&cb=1586051483459&jobListingId=3511235455,"DESCRIPTIONPosition DetailsResponsibilities
Work closely with client services and development departments to ensure the timely and accurate delivery of Insurance reports each month
Reconcile Insurance reports using a state of the art web-based tie-out system and answer related questions
Look for patterns of errors to identify possible common causes
Research accounting guidance to support client services in responding to client questions
Continuous learning and improvement in a constantly changing work environment
REQUIREMENTS
Knowledge of STAT and NAIC guidance
Excellent verbal and written communication skills
Strong organizational and interpersonal skills
Strong problem solving and math skills
Strong skills with Excel such as VLookUp, SUMIF, Pivot Tables, and Ribbon Utilization
Bachelor's degree in related area of study
Desired Experience and Skills
Investment accounting experience, CPA preferred
Knowledge of fixed income investments
Securities or financial markets experience
SQL query writing skills
What we offer:
Headquarters in the heart of downtown Boise
Business casual atmosphere in a flexible working environment
Team focused culture that promotes innovation and ownership
Access to cutting edge investment reporting technology and expertise
Continual learning, professional development and growth opportunities
Competitive salary and benefits package; including health, vision and dental
Additional benefits including PTO, 401(k) with 4% employer match
"
147,HR Data Analyst,United Shore,MI,Pontiac,$41k-$75k,"Pontiac, MI",https://www.glassdoor.com/partner/jobListing.htm?pos=520&ao=453282&s=58&guid=00000171480905ecb5fb63a984b264eb&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_4be51990&cb=1586051483461&jobListingId=3469043654,"As an HR Data Analyst, you will be consistently reporting on trends throughout the company, and delivering reports to help teams throughout the company with their growth. On data & payroll, we are responsible for communicating solutions to team members on questions they have with company policy; especially concerning PTO, payroll, taxes, pay statements, etc.. In addition to data, we also focus on processing payroll for United Shore, this includes following up on timecards, auditing tax information, garnishments, and maintaining changes in personal data. You will also audit position transfers and movement throughout the company to ensure all team members reflect correctly in various systems throughout United Shore.Processing and maintaining periodic reports of employee record dataDeveloping reportsPreparing, maintaining, and updating employee data for the HR information systemPartnering with payroll and reporting to ensure all data within UltiPro is accuratePartnering with Team Relations, Benefits, and Talent teams to ensure all team member data is collected and reported on with the most accurate informationWorking in UltiPro to process payroll, audit team member changes, run reports, and analyze dataAnalyzing data in Excel to format and provide actionable breakdowns for leadersAuditing team member changes to ensure UltiPro is up-to-date and all information reflects correctlyCollaborating with multiple teams throughout the company on data or new enhancements that require information that is housed within our teamBachelor’s degree UltiPro knowledgePower BI/Cognos BI knowledge preferred Analytical MindsetStrong Organization SkillsAdaptable to ChangeHigh Attention to DetailOnsite attendance is requiredUnited Shore is a diverse group of mortgage experts, sales superstars, tech gurus, marketing whizzes and more. We’re a $100 billion and growing, family owned and operated company that still feels like family. Our award-winning workplace just happens to be home to the #1 wholesale mortgage lender in the nation, United Wholesale Mortgage. And we believe in setting our team members up for success by creating a unique, energetic culture where you can be yourself and still reach your professional goals. Here are some of the reasons you’ll love working here:Large, state-of-the-art fitness center with a full-size basketball court, outdoor sand volleyball court, plus sports leaguesWellness area, including an in-house primary-care physician’s office, full-time massage therapist and hair salonGourmet cafeteria featuring homemade breakfast and lunch, and a dedicated food truckFree fruit, soft drinks and coffeeConvenience store featuring grab-and-go snacksIn-house Starbucks and indoor/outdoor café with Wi-FiEscape room designed for team-building activitiesIndoor/outdoor putting greens"
148,Data Analyst,AgFirst,SC,Columbia,$36k-$64k,"Columbia, SC",https://www.glassdoor.com/partner/jobListing.htm?pos=521&ao=968399&s=58&guid=00000171480905ecb5fb63a984b264eb&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_15c55dda&cb=1586051483462&jobListingId=3534478744,"Data Analyst
Apply NowDescription/Job Summary
AgFirst Farm Credit Bank provides financing, as well as a range of technology and other services, to a network of agricultural lenders in the United States and Puerto Rico. Located on Main Street in Columbia, S.C., AgFirst is committed

 to providing a comfortable, inclusive work environment. We believe in investing in our employees so they can help lead our $35 billion company into the future. If you are looking to fuel your professional development apply today!

The Data Analyst as part of the Office of Data Management assists with business administration and data quality functions, including providing support for analysis and research into AgFirst’s data structure, developing and

 maintaining associated data quality rules. The focus of this job is on achieving results which are aligned with the larger picture of the organization and its strategic goals. Initiative, coupled with a sense of competitive drive, and the ability to stay focused

 on results despite changing conditions, is the key to achieving the performance objectives of this job.

Duties and Responsibilities:



Identify, compare, and resolve data quality problems through data profiling and data discovery techniques
Evaluate datasets for quality and accuracy Determine business impact level for data quality issues Work with Programmers to document and correct data quality errors Determine root cause for data quality errors and make recommendations for long-term solutions
Research and determine scope and complexity of issues and recommend steps to appropriately resolve
Develop process improvements to enhance overall data quality and assist in developing and tracking data management metrics
Assist Enterprise Data Director in driving Office of Data Management initiatives
Develop and execute data cleanup measures – maintain a record of original data and corrected data
Ensure adherence to data quality standards Identify internal data exceptions and action plan to resolve in a timely and accurate manner
Analyze, query and manipulate data according to defined business rules and procedures


Basic Qualifications:



Bachelors degree in Business Administration, Information Technology or equivalent work experience in related field
Minimum of 3-5 years of experience in assisting enterprises with data quality initiatives that includes experience building and/or analyzing data structures, data rules, data lineage and monitoring data quality issues


Preferred Qualifications:



Knowledgeable and experienced with data management processes, data quality, data owner or data stewardship
Experience and knowledge of data quality tools, such as ALEX, Collibra, etc. Understanding of basic database structures and SQL preferred Experience with Data Governance and change management process Strong analytical skills, self-starter and a strong attention to detail Strong communication, collaboration and consulting skills, ability to communicate across all levels of the organization (including internal and external stakeholders)
Effective analytical abilities in order to examine data, data models, business processes, and make recommendations on improvements
Experience with project management, including to manage daily data management operations tasks
Experience implementing data quality for a medium size commercial bank 


LI-KW1"
149,Marketing Data Analyst,Brighthouse Financial,NC,Charlotte,$37k-$65k,"Charlotte, NC",https://www.glassdoor.com/partner/jobListing.htm?pos=522&ao=891423&s=58&guid=00000171480905ecb5fb63a984b264eb&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_b2dd2c71&cb=1586051483463&jobListingId=3525351182,"Req Id:Job location: How This Role Contributes to Brighthouse Financial: Key Responsibilities:
 Individual will ensure that marketing teams have access to the target audience (advisor and consumer) as part of the campaign development and execution process.  Partner and collaborate with campaign manager to ensure clear identification of goals and target audience; Strong attention to detail to ensure data is extracted accurately and within context, as well as ensuring marketing list aligns to goals.  Merge customer attributes across different sources to enhance segmentation of marketing list to support precise messaging and micro-targeting.  Manage any pre-execution ""cleansing"" of marketing list (e.g. record deduplication, addresses validation, apply contact preference selections, and multiple layers of business rules).  Work within CRM and marketing automation tool to set up campaigns to enable execution and accurate reporting. Set up and maintain reporting dashboards.  Support post campaign analysis to understand performance and highlight opportunities.  Strong engagement with campaign manager and various infrastructure teams to understand target goals associated with each campaign and ensure metrics can be tracked and measured accurately using the data captured.  Continuously partner with Project Managers to explore opportunities to improve tracking and process.  Support pilot programs.  Develop deep partnerships across core retail marketing functions (product marketing, channel marketing, digital marketing, marketing resources).  Process and qualify advisor leads to maximize conversion opportunities.  Additional duties as requested 
 Essential Business Experience and Technical Skills:
 Undergraduate degree required  2+ years of relevant work experience  Appreciation and ability to leverage data from diverse sources and drive actionable insight to guide strategy, business improvement opportunities and profit.  Experience working with any of the following; MS Access, CRM systems (ex. Salesforce), marketing automation tools (Marketing Cloud), and data analytics tools (ex. Alteryx)  Able to learn a variety of diverse products, audiences and define common and uncommon needs.  Ability to present and discuss information to all levels of management. Ability to bring people together to achieve a common goal - in this case, some parties who may have never been brought together before.  Ability to navigate through Brighthouse Financial or experience at large matrixed organizations working with marketing, product and distribution functions.  Strong customer focus (internal customers in this case) and analytical and problem-solving skills; ability to create an executable project plan and track and report progress against it.  Strong organizational skills and high level of personal accountability; ability to routinely download, label and store data in appropriate places is essential 
 Travel: Number of Openings:"
150,Data Engineer / Analyst,Novetta,VA,Crystal City,$69k-$125k,"Crystal City, VA",https://www.glassdoor.com/partner/jobListing.htm?pos=523&ao=480058&s=58&guid=00000171480905ecb5fb63a984b264eb&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_5f91ee0c&cb=1586051483464&jobListingId=3465785011,"Are you passionate about solving challenging problems?Do you thrive being a critical part of an elite team of like-minded people?How would you like for your next career move to take you to the next level?If any of this sounds appealing, look no further.Job Description:Responsibilities include:
Work directly with customer to exploit structured and unstructured data
Identify important and interesting questions surrounding our customer's challenges, then translate those questions into concrete analytical tasks
Develop tools and process to help uncover hidden patterns in data
Deliver analytical products in support of operational missions 

Provide thought-leadership in the area of analytics/data science
Identify and automate repetitive tasks
Have familiarity with software for forensic analysis
Basic Qualifications:
4 or more years of experience in the Information Technology field
Bachelor's in Computer Engineering, Computer Science, Information Technology, or related field, or equivalent experience

Prior experience with:





Data discovery, shaping, and analysis
Statistical and topic modeling
Parsing and ETL


Familiarity with Technologies such as:





Front-end [Windows]: Web, BI Clients, MS Office, custom scripts
Back-end: Web, AWS, Linux, SharePoint
Glue: JSON, XML, custom pipelines
Languages: more scripting than compiled


Desired Skills:
Working on-site directly with customers
Using technology to elicit insights
Quickly delivering working prototypes to enable data pipelines
Agile Development of tools
Learning new tools and technologies as needed
Security Clearance:
Must currently possess an active US government Top Secret clearance with the ability to obtain and maintain SCI access within a reasonable, customer-mandated time frame. Must be willing and able to pass a counterintelligence (CI) polygraph examination
So, what does Novetta do?Our culture is shaped by a commitment to our Core Values:
Integrity: We hold ourselves accountable to the highest standards of integrity and ethics.
Customer Mission Success: Customer mission success drives our daily effortswe strive always to exceed customer expectations and focus on mission success beyond contractual commitments.
Employee Focus: We value our employees and demonstrate our commitment to them by providing clear communications, outstanding benefits, career development, and opportunities to work on problems and technical challenges of national significance.
Innovation: We believe that innovation is critical to our success that discovering new and more effective ways to achieve customer mission success is what makes us a great company.
GET A REFERRAL BONUS FOR THE GREAT PEOPLE YOU KNOWNovetta is an equal opportunity/affirmative action employer."
151,Data Warehouse Developer/Analyst,MathWorks,MA,Natick,$56k-$105k,"Natick, MA",https://www.glassdoor.com/partner/jobListing.htm?pos=524&ao=410823&s=58&guid=00000171480905ecb5fb63a984b264eb&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_f0d03934&cb=1586051483465&jobListingId=3536468080,"Minimum Qualifications:Education and Experience:ORSpecial Requirements:
Demonstrated expertise performing data profiling, designing and implementing logical and physical data models, including star schema design and ER models, on an Oracle, MSSQL, or MySQL database.

Demonstrated expertise designing ETL solutions using SAP Data Services or Informatica; performing custom coded ETL programming using SQL; performing capacity planning for database storage; and performing performance optimization of ETL solutions.

Demonstrated expertise designing data visualizations -- reports and dashboards -- using BusinessObjects, PowerBI, Tableau or OBIEE.
"
152,Entry Level Data Analyst,Hopjump,MA,Boston,$42k-$75k,"Boston, MA",https://www.glassdoor.com/partner/jobListing.htm?pos=525&ao=864079&s=58&guid=00000171480905ecb5fb63a984b264eb&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_32c71878&cb=1586051483466&jobListingId=3420133208,"Sick of those 'entry level jobs' that require 1-2 years experience? If you have an analytical and quantitative mindset, and are looking to apply that to solving interesting problems everyday - Please Apply!
We value and encourage creative thinking & intellectual curiosity.
You'll have a very clear understanding of how your work matters to the company.
You'll find interesting new challenges every day on the forefront of online marketing.
You'll be given the responsibility to have a big impact on and opportunities for leadership within our business from early on.
You'll be part of a passionate team with broad skills and interests.
We have fun! Frequent company outings, lunches, and parties.
We offer competitive salaries, excellent benefits, and a relaxed work environment with plenty of perks.
"
153,Data Analyst,Ramsey Solutions,TN,Franklin,$34k-$63k,"Franklin, TN",https://www.glassdoor.com/partner/jobListing.htm?pos=526&ao=933672&s=58&guid=00000171480905ecb5fb63a984b264eb&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_95003b38&cb=1586051483467&jobListingId=3485750617,"Financial Peace UniversityactuallyQualifications
3+ years of experience driving analytics initiatives to impact a businessSolid mathematical or statistics backgroundExperience with SQL (you’ll use it every day to get the data you need)Experience with scripting languages like Python and RExperience building and maintaining dashboards and reporting systemsAbility to translate data into actionable insightsSupporting business decisions through ad hoc analysisExtraordinary passion to solve problems (you’re not satisfied until it’s solved and backed by data)

Experience with data visualization tools like TableauExperience utilizing web analytics and Google Analytics tool setExperience with optimization testing

401(k) match on first 4%HSA match: $500 a yearWorld-renowned speakers on a weekly basisMinistry time: We pay you for one full workweek so you can volunteer for your favorite charity or nonprofitOngoing personal and professional development training by the best in the industryCore values that promote work-life balance, excellence in the ordinary, and a self-employed mentalityWellness reimbursement to put toward hitting the gymFree Costco or Sam’s Club membershipWorking with amazing people in a culture where we recognize each other’s wins and celebrate together often with monthly lunches and on-the-clock, fun activities such as our company-wide Spelling Bee, annual Battle of the Bands, and legendary Christmas Party
"
154,Analytics - Business Assurance Data Analyst,GreatAmerica Financial Services,IA,Cedar Rapids,$31k-$55k,"Cedar Rapids, IA",https://www.glassdoor.com/partner/jobListing.htm?pos=527&ao=881748&s=58&guid=00000171480905ecb5fb63a984b264eb&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_62602b62&cb=1586051483468&jobListingId=3495324699," Analytics - Business Assurance Data Analyst (Cedar Rapids, IA) Position SummaryGreatAmerica is a national commercial equipment finance company dedicated to helping manufacturers, vendors and dealers be more successful and keep their customers for a lifetime. While GreatAmerica has grown to more than 600 team members, our entrepreneurial spirit remains and endless opportunities lie ahead. We have experienced unparalleled year over year growth since our founding in 1992. GreatAmerica is structured in cross functional teams that allow individuals make informed decisions that benefit the company and our customers. There is no doubt in our minds we are building the greatest company of its kind, offering the finest products and services available anywhere. When you are part of the GreatAmerica team, you are part of the best. You are part of the future, part of an opportunity to grow professionally and to reach your potential while enjoying your work.



Position Summary

As a key member of Internal Audit, this role will explore innovative ways to leverage data as well as design and develop analytics/automation that will improve and optimize Internal Audit initiatives in helping to achieve the objectives of the annual audit plan. This role will also explore efficiencies in current activities by exploring automation, and influence the ways we think about data and use technology in the audit process. This position provides a unique opportunity to leverage data skills and advance one’s audit skills through exposure to the company’s many different functions.

Duties and Responsibilities



 Identifying, designing and developing analytics protocols, standards and reporting to support Internal Audit activities.
Using technology tools to automate audit testing and develop techniques for continuous auditing and analyzing large volumes of data.
Planning, performing, drawing conclusions and reporting on internal audits as assigned in accordance with the annual audit plan.
Researching current internal audit and financial best practices/techniques with each engagement.
Following up on audit recommendations to ensure resolution.
Building/maintaining effective professional relationships within Internal Audit and Senior Leadership.
Assisting in preparation of quarterly reports to the Audit Committee and Senior Leadership. 

Assisting external auditors with audits they have Internal Audit perform for their annual audit.
Attending training/webinars/seminars to obtain appropriate level of annual Continuing Professional Education hours, with learning to be applied in the workplace.
Providing input on department’s risk assessment and annual plan.
Taking on special projects or assignments as requested.


 Position QualificationsCompetencies

For all GreatAmerica team members: Honesty/Integrity, Customer Oriented, Accountability, Tenacious, Communication Skills (Oral & Written), Adaptability

For this position: strong communication skills – both verbal and written, strong quantitative analytical and problem solving skills, detail-oriented, ability to see the big picture/think critically, and ability to get along well with others at all levels of the company/team player.

Education: Bachelor’s degree in a Business-related field (Accounting, Finance, Information Systems) or STEM field (Science, Technology, Engineering, Mathematics) is preferred.



Experience 2 - 3 years of relevant experience, advanced Excel, technical and/or data analytics knowledge a plus. Certification, or a desire to obtain certification preferred. Knowledge of the lease industry a plus.

Skills and Abilities

A mixture of multidisciplinary skills, ranging from data analytics, accounting, internal controls, auditing techniques and communication/presentation is preferred.

Advanced proficiency in Excel (Visual Basic and Pivot Tables), with general knowledge of Microsoft Suite preferred.

Data Visualization experience with tools such as Tableau is a plus.

Data Analytics / Business Intelligence experience is a plus.

Experience acquiring data via SQL routines is a plus.

Other Requirements

Good interpersonal and communication skills (both written & verbal), Ability and willingness to travel which is only occasional. Willing to work more than 40 hour weeks as the demands and the expectation of the department dictate"
155,Data Governance Analyst,Blue Cross and Blue Shield of Massachusetts,MA,Boston,$41k-$74k,"Boston, MA",https://www.glassdoor.com/partner/jobListing.htm?pos=528&ao=880505&s=58&guid=00000171480905ecb5fb63a984b264eb&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_24aa4d04&cb=1586051483469&jobListingId=3527422216,"Ready to help us transform healthcare? Bring your true colors to blue. Position Summary:Key Accountabilities:
Help create and drive implementation of communication plans for data policies, rules, and standardsCollect, manipulate and analyze healthcare-related dataConsolidate domain level data quality metrics for Data Governance Council reviewProvide guidance to project teams around metrics requirements and tracking to monitor data quality effortsUse of quality and performance metric tracking toolsConduct the update of data dictionary and maintain metadataHelp implement corrective actions to resolve data quality problemsIdentify process improvement opportunitiesCommunicate and enforce data policies, rules, and standardsParticipate in identifying and proposing solutions to data quality issues
Challenges:
Ability to manage multiple priorities and meet deadlines.Ability to adapt to a changing internal data environment.
Decision Making Authority:
Calculate, review, influence and make recommendations on creative solutions to internal customer needsTake independent initiative to research and understand data issues.
Qualifications (knowledge/skills/abilities/behaviors):
Strong understanding of data governance principles and procedures.A working knowledge of healthcare data.Creative root cause analysis and problem-solving skills.Proficiency with PC applications for data analysis.Strong process viewpoint.Ability to create and maintain data documentation.Ability to understand business requirements and assess data changes for technology impacts.Strong communication skills, including the ability to effectively present to internal audiences of varying levels within the organization.Demonstrated ability to work effectively in matrix environment.
Education/Relevant Experience:
3+ years of related experience, preferably in healthcare insurance with knowledge of healthcare data.Solid understanding and knowledge of healthcare data systems and data analyticsBS or BA required; Masters Degree preferred.
LocationTime Type"
156,Data Solutions Analyst/Developer,Memorial Sloan-Kettering,NY,New York,$51k-$104k,"New York, NY",https://www.glassdoor.com/partner/jobListing.htm?pos=529&ao=243878&s=58&guid=00000171480905ecb5fb63a984b264eb&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_a5c7c39b&cb=1586051483470&jobListingId=3476031317,"Company OverviewJoin us and make a difference every day.Job DescriptionData Solutions Analyst/DeveloperAs the Analyst/Developer, you will:

 Design and develop reports and dashboards for a wide range of requests
Work collaboratively with requesters to determine and document overall goals and requirements 

Investigate how best to answer questions with available data 

Develop reports using complex SQL 

Create well-designed Tableau visualizations and/or Python programs 

Identify opportunities to improve processes through innovation, including by programmatically reducing manual work by others 

Share your knowledge with others across the organization, including through clear documentation 

Balance varied concurrent projects 
Sample projects:

 Identify patients with gene aberrations who are eligible for clinical trials of targeted therapies, and automatically notify their MSK physicians 

Create Tableau dashboards communicating a wide variety of surgery metrics 

Use Python to automatically email MSK physicians a reminder if they have patients scheduled to be released from the hospital that day 
You have:

 Expertise with SQL 

Significant experience with Python and/or Tableau (at least one required) 

Design orientation 

Demonstrated success working with data 

Terrific customer service and communication skills working with staff from all facets of the organization 

An attention to detail and the bigger picture
Bachelor’s degree (master’s preferred)
Ideally experience working in health care 

Experience with R is a plus 

Experience with training and documentation is also a plus 

A patient and positive attitude and an interest in learning and improving things 
Closing"
157,Data Analyst,Nolij Consulting,VA,Falls Church,$39k-$72k,"Falls Church, VA",https://www.glassdoor.com/partner/jobListing.htm?pos=530&ao=852704&s=58&guid=00000171480905ecb5fb63a984b264eb&src=GD_JOB_AD&t=SR&extid=1&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_0cea6a40&cb=1586051483471&jobListingId=3501633931,"Requirements:

 Must have good interpersonal and communication skills both verbal and written.

Must have strong time management and organizational skills, attention to detail and ability to multitask.

Must have a good understanding of data structure and management.

Must be organized, self-motivated, and self-directed.

Note: Since this position is for a Federal Project, a candidate must possess US Citizenship to obtain Clearance.
Desired Skills:

 A fair understanding of SQL, Python and R is a plus.

Experience in developing Pivot Tables/Charts as well as complicated formula is desirable.

BI Dashboards

QLIK OR Tableau
Excel:

 V lookup

Data Validation

Data Clean up
Education:

 Must have a bachelors degree (in a similar discipline preferred) in any related field.
"
158,Jr. Business Data Analyst,webfx.com,PA,Harrisburg,$37k-$76k,"Harrisburg, PA",https://www.glassdoor.com/partner/jobListing.htm?pos=601&ao=915192&s=149&guid=00000171480908d4b835ec9bdfb64dff&src=GD_JOB_AD&t=SRFJ&extid=4&exst=O&ist=L&ast=OL&vt=w&slr=true&cs=1_aa0cb376&cb=1586051484126&jobListingId=3531350889,"April 2020 Update from WebFX: We're still actively hiring and conducting interviews via video conferencingHi there! We're WebFX, a full-service digital marketing agency based in the US. We've been named the Best Place To Work in Pennsylvania 5 times in a row and we'd love to meet you. We're looking for people to join our mission to provide world-class digital marketing solutions to mid-size businesses around the world. We get super excited about driving business growth for our clients and are looking for people who take pride in their marketing work and enjoy having a little fun at the same time.What We're Looking ForDesired EducationBachelor's Degree in Marketing, Advertising, Business, Business Information System, Management of Information Systems, or Statistics (GPA above a 3.4)General KnowledgeSolid understanding of interpreting business analyticsStrong data analysis skillsSolid Understanding of the InternetExperienceShould have customer service experience in any industryPart time/summer job/internship experience is a mustBasic HTML or data manipulation software experience (a plus)Experience with Google Analytics (a plus)QualitiesStays up to date on new changes to the web and actively reads several blogsProfessional, dependable, solid work ethicSolid analytical skills and ability to make decisions based on dataPassion for research and deep-diving into business analyticsExcellent time/project management skillsApproaches problem solving proactively and in a professional mannerCreative problem solving abilitiesDetail-OrientedSelf-motivatedAbility to meet deadlinesWhat You'll DoResponsibilitiesGather and analyze campaign dataConsult with clients about their business goals and propose solutions and strategies that meet their needsAnalyze competitors’ websites and online marketing initiativesPerform industry analysis and forecasting of trendsInterpret web analytics, demographic data, market research, and buyer behaviorsOptimizing client websites for search engines (on-page SEO)Create and manage all aspects of SEO, PPC, and paid search ad campaigns for clientsManage email marketing, website analysis and online advertising programsPrepare monthly digital marketing campaign reportsCorrect technical issues on the backend of websitePerform A/B, website usability, and website conversion rate testingResponsible for driving client success on the webPercentage Breakdown5% analyzing clients’ competitors10% writing ad copy, emails, etc.10% working in the backend of websites/fixing technical issues10% creating revenue, ROI and traffic reports for client campaigns10% managing client projects and ad campaigns15% performing industry, demographic and market research, and trend forecasting20% client strategy and analytics20% client interaction- phone calls, emails, in-person meetingsNote: The Jr. Business Data Analyst is a client-facing positionTrainingOur “Bootcamp” web marketing training program will be provided for new WebFX “family members”.On-site, state-of-the-art training amenities to facilitate departmental trainings, trend watch reports, and monthly Lunch-and-LearnsWhat You'll GetOpportunities for GrowthWebFX grew 250%+ over the past 3 years, and merit-based promotional opportunities are abundant for new family members who meet or exceed position performance metrics.Potential Promotional Path for Jr. Business Data Analyst: Digital Marketing Research ConsultantDirector of Digital MarketingSr. Digital Marketing Research ConsultantCompensation$35,500 to $38,500 (potentially higher based on work experience)GPA 3.8+ : Add up to $3k to high rangeElite college or university & graduation with high honors: Add up to $3.5k-$5k to high rangeCandidates interested in the Jr. Business Data Analyst position may also have interest in:Digital marketing, online marketing, paid advertising, search marketing, inbound marketing, web marketing, content marketing, PPC, SEO, SEM, blogging, writing, editing, research, communications, etc.WebFX Perks & BenefitsFlexible SchedulePet Friendly OfficeProfit SharingLittle Amps Coffee & Tea BarYogaOn-site Fitness Center150% Company Match Of Personal Charity DonationsSupplemental InsuranceIRA With Company MatchingGenerous Paid Time OffEmployee Wellness ProgramFXLearns LibraryActivity GroupsHumanitarian TripsHealth/Vision/Dental CoverageNew Parent SupportCasual Dress CodeHome Buyer ProgramPersonal Desk FundGreen Commute BenefitsPawternity Leave"
