,Name,Company,State,City,Salary,Location,Url,Description
57,"Data Analyst, Corporate Card",Stripe,"New York, United States",New York,,"New York, New York, United States",https://www.linkedin.com/jobs/view/data-analyst-corporate-card-at-stripe-1713585920?refId=2f6b6f98-90c2-4413-861a-cccaeeea2da5&position=8&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,"['Posted by:', 'Kit Evans', 'Kit Evans', 'Recruiter at Stripe', 'The Corporate Card is an early stage product at Stripe; we just announced the beta in 2019. We’re building the next generation of financial products and are a fast growing, distributed team that works on everything from money-moving financial infrastructure to delightful user experiences.', 'You Will', ' ', 'Work closely with product and engineering teams to identify important questions around how to scale user growth for Corporate Card products, define key success metrics, and shape data-informed product/business strategies', ' ', 'Conduct conversion rate analyses and opportunity sizing to define addressable markets', ' ', 'Evaluate credit risk performance metrics, including principal outstanding, yield, delinquency, and loss', ' ', 'Improve our credit policies by analyzing historical credit and performance data', ' ', 'Develop compelling dashboards and automated reporting related to key performance metrics', ' ', 'Communicate results and influence key decision makers, including engineering, and business leaders', ' ', 'You’d Ideally Have', ' ', '4+ years experience in product analytics and credit risk analytics', ' ', 'Extensive experience and passion for metrics and dashboards visualizations ', ' ', 'Highly skilled at writing SQL to query relational databases; knowledge of R or Python is a plus', ' ', 'Strong communication and presentation skills', ' ', 'Degree in a quantitative field (e.g., Statistics, Economics, Math, Sciences, Engineering)', ' ', 'You Should Include These In Your Application', ' ', 'A resume and LinkedIn profile', ' ', 'A dashboard sample', ' ', 'What’s it like to work at Stripe?', 'Stripe is helping the internet fulfill its potential as a platform for economic progress by building software tools that accelerate global economic access and technological development. Stripe makes it easy to start, run and scale an internet business from anywhere in the world. We look at Stripe as a constant work in progress and the same is true of our people; for all of us, we believe the best is yet to come. We’re here to support each other in our curiosity and creativity – which we pursue through thoughtful discussion and knowledge-sharing among a diverse set of peers and colleagues.', 'We want to work in a company of warm, inclusive people who treat their colleagues exceptionally well. The kind of people who are committed to going out of their way to help other Stripes in the short-term and pushing them to improve over the long-term (by helping them to get better at what they do). We’re a highly cross-functional organization and view that as part of the fun: we design our space to encourage as much collaboration as possible. We have long tables in the kitchen for a reason (to enable everyone to meet new people and learn from them). We also have a culture of transparency that we carry through to email communication, ensuring that Stripes all around the world have the information they need to make good local decisions.', 'In both our products and our people, we aim to reflect, represent and advocate for all of our users, globally. Our users transcend geography, culture and language; what we share, collectively, is a drive to create a fairer, more economically interconnected world.', 'Seniority level', 'Mid-Senior level', 'Employment type', 'Full-time', 'Job function', 'Information Technology', 'Industries', 'Computer Software', 'Financial Services', 'Internet']"
58,Data Analyst – University Graduate,PayPal,"California, United States",San Francisco,,"San Francisco, California, United States",https://www.linkedin.com/jobs/view/data-analyst-%E2%80%93-university-graduate-at-paypal-1612244974?refId=2f6b6f98-90c2-4413-861a-cccaeeea2da5&position=9&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,"['Who We Are', ' Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 286 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom, enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies. ', 'When applying for a job you are required to create an account, if you have already created account - click Sign In.', 'Creating an account will allow you to follow the progress of your applications.', 'Note', 'Provide full legal first Name/Family Name', ' DO: Capitalize first letter of First and Last Name. Example: John Smith ', "" DON'T: Capitalize entire First and/or Last Name. Example: JOHN SMITH "", "" NOTE: Use correct grammar for Names with multiple cases. Example: McDonald or O'Connell"", 'Provide full address details', 'Resume Is Required', 'Multiple attachments can be uploaded including Resume and Cover Letter for each application', 'Job Description Summary', 'At PayPal, we’re literally reinventing how the world pays and gets paid. We understand that it’s about people. We connect individuals to let them shop, get paid, donate and send money using today’s technology with the confidence that comes from the security and control PayPal enables. Are you ready to help us change the world?', 'The world’s leading payments company, PayPal, brings together a family of brands that are revolutionizing the way people move money. At PayPal you will be immersed in an amazing community with a vibrant culture that thrives on innovation, collaboration, inclusion and wellness.', 'Job Description', 'We are seeking world-class problem solvers who have a passion for data and a relentless focus on execution and delivery. You will be most successful with a healthy combination of both, technical skills and business acumen. As a ', 'Data Analyst ', 'you will generate insights by conducting extensive analyses of PayPal’s rich data. In the process, you will develop a deep understanding of the payments business, our site functionality, further strengthen your analytic, leadership and presentation skills and gain exposure to a wide variety of functional teams within PayPal.', 'Key Responsibilities', ' Understand how to make data visually appealing and simple to both navigate and comprehend for end-users ', ' Aggregate data from various sources to construct streamlined data pipelines and integrate data from multiple PayPal systems ', ' Identify key metrics and build exec-facing dashboards to track progress of the business and its highest priority initiatives ', ' Identify key business levers, establish cause & effect, perform analyses, and communicate key findings to various stakeholders to facilitate data driven decision-making ', ' Work closely across the matrix with teams like Finance, Marketing, Product, Engineering and senior executives ', ' Lead and participate in special projects/initiatives: innovate and implement large-scale quality improvements to processes and/or systems by conducting data analysis and making recommendations, troubleshooting technical issues, and refining processes around customer support ', 'Basic Requirements', ' Graduated, or will be graduating, with a bachelor’s or master’s degree in Computer Science, Math, Statistics or related field ', ' Experience with one or multiple of the following will be highly desirable; Python, Java, Tableau, Jupyter Notebooks, Teradata, Hadoop/Hive, Oracle, JavaScript, SQL, Airflow, Linux, Perl, PHP ', 'Excellent understanding of computer science fundamentals, data structures, and algorithms', 'Demonstrated experience, familiarity and ease with handling large data sets and crunching numbers', 'Information Retrieval (search/recommendation/classification) experience or Human Judgment/User Interface experience', 'Strong written and verbal communication skills with the ability to translate complex problems into simpler terms, and effectively influence both peers and senior leadership', 'Position Location: Varies', 'Subsidiary', 'PayPal', 'Travel Percent', '0', 'Primary Location:', 'San Jose, California, United States of America', 'Additional Locations:', 'Austin, Newton - Massachusetts, New York, San Francisco - Braintree/Venmo, Scottsdale, Timonium', "" We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom. "", ' Paypal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. ', 'Reference Number: ', 'R0048055', 'Seniority level', 'Not Applicable', 'Employment type', 'Full-time', 'Job function', 'Information Technology', 'Industries', 'Computer Software', 'Financial Services', 'Internet']"
59,Junior Data Analyst,Emergicon LLC,"Texas, United States",Forney,,"Forney, Texas, United States",https://www.linkedin.com/jobs/view/junior-data-analyst-at-emergicon-llc-1810333244?refId=2f6b6f98-90c2-4413-861a-cccaeeea2da5&position=10&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,"['Primary Functions', 'JOB DESCRIPTION Junior Data Analyst', 'The Junior Data Analyst is responsible for assisting Emergicon employees and the Analytics Team in any data-oriented duties.', 'Reports To', 'The Junior Data Analyst reports directly to the Chief Technology Officer. This position works collaboratively with other Emergicon personnel.', 'ESSENTIAL DUTIES And RESPONSIBILITIES', ' Compile standardized reports and data-sets from various websites, APIs, databases, and spreadsheets while ensuring complete accuracy and quality of data', ' Reference source documents in order to make appropriate entries or changes within the database', ' Run daily reports and audits, update spreadsheets that track specific activity within audit results, recognize data anomalies or issues and report them to senior team members', ' Adhere to detailed procedure checklists while conducting daily tasks in order to maintain data integrity', ' Accurately screen large amounts of data for specific occurrences and place designation codes into appropriate fields within a proprietary database', ' Present data in Excel, PowerPoint, and Adobe; ensuring that data is presented professionally and with the end-user in mind', ' Manually transfer data from multiple formats into various information systems for storage and/or analysis', ' Provide support to the Senior Analysts and Financial Analysts as needed', ' Align with & supports Emergicon’s core values & behaviors', 'Knowledge And Experience Required', ' Proficient computer skills, Adobe, Excel, and Power Point are needed to provide reports and presentations. Strong Microsoft Office skills will be required, specifically advanced Microsoft Excel skills.', ' Strong work ethic and a ""get-the-job done"" attitude.', ' Minimum of 1-year experience of data entry requiring strong attention to detail and accuracy.', ' Requires strong ability to recognize grammatical errors and inconsistencies.', ' Excellent time management and organizational skills.', ' Excellent verbal and written communication skills.', ' Ability to work in a deadline driven environment.', ' Ability to Adapt to change and learn new processes as the business and position responsibilities evolve.', 'Do you have a passion for Fire & EMS and the lifesaving work they do? Join a high-performing team! EMERGICON is a growing organization that is looking for positive and professional individuals who want to learn and grow. Our unique culture focuses on a positive, supportive, and engaging workplace. We are constantly looking for ways to make EMERGICON an even better place to work. We want to invest in employees that are excited about our vibrant culture and development. If you think you have what it takes to join the EMERGICON family, APPLY TODAY!', 'Seniority level', 'Associate', 'Employment type', 'Full-time', 'Job function', 'Information Technology', 'Industries', 'Insurance', 'Financial Services', 'Hospital & Health Care']"
60,Data Analyst / Tableau Support,"BLH Technologies, Inc.","Maryland, United States",Rockville,,"Rockville, Maryland, United States",https://www.linkedin.com/jobs/view/data-analyst-tableau-support-at-blh-technologies-inc-1813485845?refId=2f6b6f98-90c2-4413-861a-cccaeeea2da5&position=11&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,"['We are seeking an experienced Data Analyst with experience using Tableau Business Intelligence tools to design and guide the development of innovative and interactive reports, dashboards, and visualizations. You will help analyze data multiple sources of health-related information, recommend and develop reports, and coach business stakeholders for a Federal agency.', 'The successful candidate will be a motivated self-starter with the ability to communicate detailed reporting requirements to the teams in a fast-paced environment on a large-scale, high-profile government project.', 'Responsibilities', ' Experience using multiple data visualization tools to build and publish customized interactive reports, data visualizations, and executive/summary level dashboards, that integrate many sources of data. Required experience in Tableau Desktop and Tableau Server. Preferred experience across multiple data visualization tools and analytics tools.', ' Knowledge of best practices and tools in data analytics, data visualizations, and business intelligence', ' Participate in strategic and tactical planning discussions, interface with management, gather requirements to deliver complete data analysis and visualization reporting solutions.', ' Synthesize feedback for both functional and technical requirements from key stakeholders.', ' Develop integrated data sources, spreadsheets, reports, dashboards and presentations.', ' Ability to convert business requirements into meaningful and explanatory visualization.', ' Draw insight from data and tell stories about the data to communicate that insight.', ' Communicate complex topics to the team through both written and oral communications.', ' Create mock-up layout design and wireframes using visualization features available in Tableau and other internally provided tools.', ' Create dashboards and reports with Tableau parameter, association, action and math concepts.', ' Create business value through technology and ensure technology systems and procedures lead to outcomes in line with business goals.', ' Create standard operating procedures (SOPs for development of dashboards and reports).', ' Provide training to users for dashboards and reports.', ' Outstanding communication skills (verbal and written), attention to detail.', ' US Citizen and able to pass an extensive background investigation for a Public Trust clearance.', 'Qualifications', ' Master of Science degree preferred, or at least 10 years of or information management and/or data analytics related experience with Bachelor’s degree in computer science or related discipline.', 'Proven experience (minimum 5 years) of interacting with business stakeholders and subject matter experts to understand problems and needs. Must demonstrate ability to gather data', 'BLH Technologies, Inc., an award-winning company specializing in communications, information technology, and safety monitoring solutions for Federal and commercial clients.', 'Seniority level', 'Entry level', 'Employment type', 'Full-time', 'Job function', 'Information Technology', 'Industries', 'Information Technology and Services', 'Nonprofit Organization Management', 'Computer Software']"
61,Data Analyst,Wakefern Food Corp.,"New Jersey, United States",Edison,,"Edison, New Jersey, United States",https://www.linkedin.com/jobs/view/data-analyst-at-wakefern-food-corp-1801683471?refId=2f6b6f98-90c2-4413-861a-cccaeeea2da5&position=12&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,"['Wakefern Food Corp. is a member-owned retail cooperative that operates 354 stores in nine Northeastern states under five distinct banners, including ShopRite, Price Rice Marketplace, The Fresh Grocer, Dearborn Market in New Jersey, as well as the recent addition of three Manhattan-based Gourmet Garage stores. ', 'Wakefern Food Corp. was formed in 1946 by eight independent grocers who were looking for a way to compete with the national supermarket chains that were beginning to emerge following World War II. Their early success led them to create a single trade name under which they would operate, and in 1951, the ShopRite brand was born.\xa0\xa0', 'We are looking for an experienced and skilled analyst to join our Business Intelligence team.\xa0\xa0You will provide business intelligence and ETL solutions to manage our data assets. You will work directly with the business to add value to our data intelligence environment through the use of Alteryx.\xa0\xa0You will be responsible for the entire end to end analytics solution, from backend data engineering, manipulation, and cleansing, to front-end data visualization. ', 'This role will play a key role in providing business intelligence and ETL solutions to manage our data assets. You will work directly with the business to add value to our data intelligence environment through the use of Alteryx.\xa0\xa0You will be responsible for the entire end to end analytics solution, from backend data engineering, manipulation, and cleansing, to front-end data visualization. ', 'Requirements:', ' ', 'At least 3 years of experience as an analyst working with Alteryx for data manipulation and          ETL ', 'Experience working with a relational database (SQL, Oracle, etc.)', 'Able to perform data mapping and ETL design', 'Familiar with data visualization tools like Tableau', 'Problem solving and analytical experience', 'Be able to understand complex business rules and handle ambiguity', 'A keen eye for details and aptitude for working with data', 'Be able to communicate technical and analytical findings to business users', 'Experience gathering system requirements from end users', 'Able to thrive in a deadline driven environment', 'EQUAL OPPORTUNITY EMPLOYER M/F/H/V, COMMITTED TO A DIVERSE WORKFORCE', 'WHICH REFLECTS THE COMMUNITIES WE SERVE', 'Seniority level', 'Mid-Senior level', 'Employment type', 'Full-time', 'Job function', 'Business Development', 'Sales', 'Industries', 'Retail']"
62,Data Analyst,"Reliance One, Inc.","Kentucky, United States",Georgetown,,"Georgetown, Kentucky, United States",https://www.linkedin.com/jobs/view/data-analyst-at-reliance-one-inc-1797704496?refId=2f6b6f98-90c2-4413-861a-cccaeeea2da5&position=13&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,"['Data Analyst Responsibilities:', ' ', 'As our team supports new applications and reporting needs at a rapid pace, we are looking for an exceptional Data Analyst to complete data analysis in data warehouse, data ingestion for data lake, new / modified application support, and data access requests ', 'The Data Analyst will provide technical expertise in data definition writing, data security access, and data profiling for data quality rules and ingestion for the data lake ', '\xa0 ', 'Data Analyst Job Requirements:', ' ', '5 – 10 years of relevant work experience in Data Analytics including work with large scale, enterprise wide reporting efforts ', 'Experience or background with working with large quantities of data ', 'Experience in analyzing large, complex, multidimensional datasets with data querying languages (SQL) ', 'Experience in writing precise definitions of business terms and field descriptions ', 'Experience in profiling data for data quality rule creation ', 'Strong data querying in SQL Server and Oracle and knowledge of Oracle metadata tables ', 'Experience with both structured and unstructured data, and Hadoop or similar technologies to generate insights ', 'Familiarity with tools such as Spark, Kafka, Storm, etc., and cloud services like AWS, Azure Cloud  ', 'Ability to use best practices and principles in SQL, query design, data validation / automation, and analytic functions ', 'Must have a good understanding of differences between various database architectures and implementations, such as Oracle, Postgres, DB2, SQL server, and/or MS Access  ', 'Technical Skills: Agile, DevOps, Operational reports, Analytics, BIG DATA, Informatica Data Quality and Data Catalogue ', '\xa0 ', 'Reliance One, Inc. provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. ', '\xa0 ', 'This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.', 'Seniority level', 'Mid-Senior level', 'Employment type', 'Full-time', 'Job function', 'Administrative', 'Information Technology', 'Industries', 'Automotive', 'Industrial Automation']"
63,Associate Data Analyst,LIMRA,"Connecticut, United States",Windsor,,"Windsor, Connecticut, United States",https://www.linkedin.com/jobs/view/associate-data-analyst-at-limra-1788409024?refId=2f6b6f98-90c2-4413-861a-cccaeeea2da5&position=14&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,"['LIMRA/LOMA, and our parent organization, LL Global, INC., are the world’s largest association of life insurance and financial services companies, which together represent more than 1,300 members across 64 countries, including most of the world’s largest life insurance companies. We are currently recruiting for the position of ', 'Associate Data Analyst ', 'in our Windsor Location', ' The Data Analysis team provides ', ' advanced analytics, data visualization, survey design and development, programming and statistical support to research studies. ', ' In this role', ',', ' you will work closely with LIMRA’s Research Project Directors on project design, as well as data collection, analysis, reporting, and visualization.', 'Job Duties', 'This position will be responsible for understanding the needs of each project, selecting the appropriate analytical tools, and applying the established best practices to your work. In addition, you will maintain various research databases, analysis systems, and visualization dashboards. In addition, you will have responsibility within Data Processing, Statistical Analysis and Data Visualization and Survey Design and Development.', 'Required Qualifications', ""Bachelor's degree or higher in a quantitative discipline (or an equivalent combination of education and experience)"", 'Proficient in Microsoft Suite (Word, Excel, PowerPoint)', 'Experience with SAS, SQL, R, Python or similar statistical and database tools', 'Good analytical and organizational skills', 'Good written and oral communication skills', 'Preferred Qualifications', 'Actuarial or statistics background', 'Experience With Tableau Or Other Data Visualization Tools', 'Experience with Qualtrics or other web-based survey software', 'Seniority level', 'Associate', 'Employment type', 'Full-time', 'Job function', 'Information Technology', 'Industries', 'Marketing and Advertising', 'Computer Software', 'Financial Services']"
64,Data Analytics Consultant,INNOVATO Solutions,"California, United States",San Francisco,,"San Francisco, California, United States",https://www.linkedin.com/jobs/view/data-analytics-consultant-at-innovato-solutions-1812934132?refId=2f6b6f98-90c2-4413-861a-cccaeeea2da5&position=15&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,"['Posted by:', 'Prakash Selva', 'Prakash Selva', 'INNOVATO Solutions', 'The ideal candidate will use their passion for analytics to provide insights to the business by conducting hands-on data analysis and validation, and build Machine Learning Models to analyze data for patterns, features and clusters. ', 'Responsibilities:', '\xa0', 'Extracts data from various systems, build ETL jobs to centralize all data, includes working with external vendor data and various internal systems', 'Conduct hands-on data analysis and validation, designing, developing, and deploying self-service reports, scorecards, predictive models and dashboards based on internal and external data', 'Build Machine learning Models to analyze data for patterns, features and clusters ', 'Build AI/ML programs/algorithms to generate predictive models ', 'Work closely with stakeholders within Marketing, and Product teams to incorporate data led decision making', 'Present analysis and insights to key decision makers through storytelling and visualizations', 'Works closely with the a/b testing team to support the program through analysis and reporting of a/b testing results and optimization initiatives', 'Work closely with the product teams to provide data on product usage, segment clients based on usage to influence product design', '\xa0', 'Required Experience:', '\xa0', 'Deep working experience in digital analytics, reporting tools, data governance and management ', '4-6 years working in analytics specifically around supporting teams with management reporting ', '3+ years of SQL Scripting experience', '2+ years of data visualization with Tableau or similar tools', '2+ years of solid Python experience', '2+ years working with Artificial Intelligence / Machine Learning Modeling', 'Seniority level', 'Mid-Senior level', 'Employment type', 'Contract', 'Job function', 'Information Technology', 'Industries', 'Information Technology and Services']"
65,Data Analyst / Insights Analyst (no C2Cs),Apex Systems,,Raleigh-Durham-Chapel Hill Area,,Raleigh-Durham-Chapel Hill Area,https://www.linkedin.com/jobs/view/data-analyst-insights-analyst-no-c2cs-at-apex-systems-1811059726?refId=2f6b6f98-90c2-4413-861a-cccaeeea2da5&position=16&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,"['Data Analyst', ' ', '  ', 'If interested in being considered, please email Donna at ', 'dbadin@apexsystems.com', ' for consideration! It can start as remote during COVID-19, but will eventually move to onsite in the Raleigh-Durham, NC location.', ' ', ' ', ' ', '  ', 'This role is responsible for providing analytic support, which includes data collection, trending, analytics, reporting and forecasting functions to ensure data integrity. The Data Analyst will design, develop, and analyze reporting controls and procedures for the department and internal clients.', ' ', ' -  Write SQL queries and use SQL tools to access, summarize, manipulate and capture member, claim, provider and other stakeholder data', ' -  Develop new reports and report templates to support business needs by utilizing various reporting tools and data mining techniques', ' -  Provide programming support to extract and analyze data from different enterprise systems', ' -  Monitor and analyze utilization, quality and expense data to determine department improvement areas', ' -  Identify trends and participate in problem-solving investigation and analyses to make recommendations to business areas to effectively assist them with decision making on operational or other business issues', ' -  Develop, implement, and maintain consistent processes for data quality controls to ensure data integrity and make recommendations to improve data integrity', ' -  Point of contact for audit processes and procedures', ' -  Suggest procedural changes as necessary to provide the level of reporting required', ' -  Develop and maintain document processes to generate reports', ' -  Research, gather, prepare, and substantially edit reports, graphics and other materials', ' -  Present findings and recommendations to business areas', ' -  May represent department on project teams and process optimization efforts that require analysis, interviews, procedure design, documentation and implementation', ' -  Produce monthly, quarterly and annual reports for distribution and provide ongoing user support for ad hoc reporting, questions, queries, and problem support', ' -  May maintain departmental inventory of queries – looking for opportunities to move to a production state with system generated reports, eliminating duplicates, and creating a single source process for repository, and guidelines for execution to minimize taxing the production systems', ' -  Work collaboratively with customers to complete effective needs analyses to successfully provide analytic support and problem solving assistance to business areas', ' ', ' ', 'Hiring Requirements', ' -  Bachelor’s degree', ' -  3 years of experience with data analysis and preparation including use of statistical methods and experience with very large data sets using SQL, SAS, Python, R or other programming language ', '  ', '- Experience with Alteryx', ' -  If no degree, 5 years of experience as stated above', ' -  Experience in presenting data findings/analysis and making business recommendations to leadership staff', ' ', ' ', 'Hiring Preferences', ' Bachelor’s degree in Math, Statistics, Economics or related quantitative field ', '  ', '\xa0', 'Seniority level', 'Associate', 'Employment type', 'Contract', 'Job function', 'Health Care Provider', 'Quality Assurance', 'Science', 'Industries', 'Pharmaceuticals', 'Information Technology and Services']"
66,Data Analyst,Buoy Health,,Greater Boston,,Greater Boston,https://www.linkedin.com/jobs/view/data-analyst-at-buoy-health-1802311034?refId=2f6b6f98-90c2-4413-861a-cccaeeea2da5&position=17&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,"['Mission', 'We create technology with heart for the health of every person in the world.', ' About Buoy Health ', 'Buoy builds a digital health tool that helps people – from the moment they get sick – start their health care on the right foot. Started by a team of doctors and computer scientists working at the Harvard Innovation Laboratory in Boston MA, Buoy was developed in direct response to the downward spiral we’ve all faced when we attempt to self-diagnose our symptoms online. Buoy leverages artificial intelligence – powered by advanced machine learning and proprietary granular data - to resemble an exchange you would have with your favorite doctor – to provide consumers with a real-time, accurate analysis of their symptoms and help them easily and quickly embark on the right path to getting better. Buoy is based in Boston and was founded in 2014.', ' About The Role ', 'Buoy Health is looking to hire a highly curious and motivated data analyst to unlock deep insights about our product, customers, and the healthcare industry at large. This role will be engaged in projects across many departments, including Engineering, Growth, Product, and Finance. You will help shape our nascent Analytics function, and have a hand in helping to define our analytics schemas, as well as business intelligence (BI) tool plan. This is a fantastic role to get in on the ground floor of an inspiring healthcare company that treats data as first class.', ' Responsibilities ', ' Partner with the business to answer our burning questions with actionable data and insight', ' Write and iterate on complex SQL queries to create datasets and reports', ' Automate reporting to answer common questions, preferably using Python', ' Play a vital role in helping us define and execute against our BI strategy', ' Work with leadership and project teams to define, codify and report on KPIs', ' Use your statistical chops to help us set KPI goals that align with our ambitious vision to be the front door of healthcare', ' Be a trusted advisor, and provide excellent customer service to all stakeholders at Buoy Health', ' About You ', ' 1-3 years experience as a highly technical analyst', ' Strong SQL experience, and familiarity with Python', ' Motivated to tell stories through compelling data points and visualizations', ' A keen detective who thrives in deriving insight from unstructured and messy data', ' Familiar with relational database models', ' Excellent communication skills a must', 'Bonus Points if you have', ' Familiarity with one or more BI Tools like Looker, Tableau, Mode, QuickSight, Superset or similar', ' Worked at a startup before', ' Worked with an AWS environment', ' Knowledge of Agile Methodology', ' Benefits ', ' Healthcare, Dental, Vision', ' Simple IRA with matching', ' Unlimited PTO (and we actually take vacation)', ' Dogs in the office!', 'Seniority level', 'Entry level', 'Employment type', 'Full-time', 'Job function', 'Information Technology', 'Industries', 'Information Technology and Services', 'Computer Software', 'Internet']"
67,"Data Analyst, Analytics and Insights - Newsy",Newsy,"Ohio, United States",Cincinnati,,"Cincinnati, Ohio, United States",https://www.linkedin.com/jobs/view/data-analyst-analytics-and-insights-newsy-at-newsy-1633132134?refId=2f6b6f98-90c2-4413-861a-cccaeeea2da5&position=18&pageNum=2&trk=public_jobs_job-result-card_result-card_full-click,"['The Data Analyst utilizes their skills to ask questions, turn data into knowledge, form conclusions, and make recommendations that enable Newsy to innovate, differentiate itself from its competitors, work smarter, make better decisions, and enhance profitability. You will work closely with marketing, sales, editorial and product to deliver insights and recommendations to fuel brand growth strategy and tactics by using statistical analysis and data mining techniques.', 'What You’ll Do', ' Work as part of a centralized analytics and research team on quantitative and qualitative research to understand brand content and product resonance, audience interests, and ongoing audience insights ', ' Help enable self-service analytics amongst our organization using a variety of tools ', ' Complete ad hoc analysis projects ', 'Support advertising sales pitch with analysis and data driven collateral that is compelling to the client. Guide clients decisions using historical results and future projections as a trusted advisor to business leaders and users, using data and analytics as a basis for better, more informed decision making', 'Identify impactful choices or courses of action that drive value for the organization and clients', 'Influence the direction of the business by effectively communicating conclusions to cross-functional groups', 'Mine large amounts of data and perform data analysis to extract useful business insights for a wide range of topics including product development and performance, market dynamics, consumer and audience knowledge, internal operations, and external research', 'Initial study design, acquisition of data, prototyping and production roll out', 'Ongoing tracking, monitoring, and periodic follow-up studies', 'Support the design and implement of reporting dashboards that track key business metrics and provide actionable insights', 'Secure final, accurate data files from vendors', 'Use software and other tools to develop analyses that identify patterns, influences, correlations, relationships, predictive factors, risk factors, and that provide better situational awareness', 'Create models, simulations, and optimization routines', 'Develop data flows and acquisition strategies to facilitate the capture and sharing of data and analytics within the organization', 'Support the development of analytics products and services by providing input into product roadmaps', 'Create analytics and measurement roadmaps', 'Other duties as assigned', 'What You’ll Need To Know', 'Data acquisition using SQL and Python from sources like Oracle, Twitter, Google, LinkedIn, Public Databases, Facebook, and Google Analytics', 'Tableau and Excel for data exploration and presentation', 'R, RapidMiner, MySQL, Oracle, Excel, and other tools for data mining using techniques like scenario modeling, pattern detection, A/B testing, nearest neighbor, cluster analysis, sentiment analysis, decision trees, optimization, simulation, regression analysis, utilization of ensembles, and other types of analysis a plus', ' Demonstrated experience interpreting results and applying findings to a business setting ', ' Must have strong collaboration skills ', ' Understanding of digital marketing, consumer research, and the overall digital landscape. ', ' Strong written and oral communication skills ', ' Are a team player, results and detail-oriented, self-starter kind of person who likes to get stuff done ', ' Must be able to learn, understand, and apply new technologies ', ' Education & Experience/Certifications ', 'Bachelor’s degree in business analytics, Market Research, Business, Advertising, Marketing, Statistics, Psychology, Sociology or related field, or equivalent experience. Master’s degree preferred', 'Minimum of 2 years of experience in solving analytical problems using quantitative approaches (or equivalent)', '2+ years marketing analytics, media sales support or advertising agency', 'Experience (either through academic work/projects, internships, previous work experience) in quantitative and qualitative market research, political polling, consumer insights, brand management or other related work', 'About Newsy', 'Newsy is an over-the-top news network that provides ""news with the why,"" built to inform and engage by delivering today\'s top stories across platforms. Its content is available in on-demand and linear formats on over-the-top (OTT) services including Hulu, Apple TV, Sling TV, Watchable from Comcast, Pluto TV, Roku, Amazon Fire TV and Google Chromecast; connected television including Xumo; on mobile for iOS, Android and Kindle Fire; and at newsy.com.', 'As an equal employment opportunity employer, The E.W. Scripps Company and its affiliates do not discriminate in its employment decisions on the basis on race, sex, sexual orientation, gender, color, religion, age, genetic information, medical condition, disability, marital status, citizenship or national origin, and military membership or veteran status, or on any other basis which would be in violation of any applicable federal, state or local law. Furthermore, the company will make reasonable accommodations for qualified individuals with known disabilities unless doing so would result in an undue hardship for the company.', 'Seniority level', 'Entry level', 'Employment type', 'Full-time', 'Job function', 'Information Technology', 'Industries', 'Marketing and Advertising', 'Online Media', 'Broadcast Media']"
